,Unnamed: 0.1,Unnamed: 0,Number,Name,Start,End,Url,Reactor,Endt,duration
510,510,510,2.0,Tricastin,2012-03-16,2012-04-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-276,Tricastin_2,,39.0
511,511,511,1.0,Gravelines,2011-07-28,2012-03-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-13,Gravelines_1,,236.0
512,512,512,4.0,Gravelines,2012-02-17,2012-03-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-423,Gravelines_4,,40.0
513,513,513,2.0,Fessenheim,2011-04-15,2012-03-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-2,Fessenheim_2,,325.0
514,514,514,1.0,Belleville-sur-Loire,2011-09-23,2011-12-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-1,Belleville-sur-Loire_1,,90.0
515,515,515,5.0,Bugey,2011-06-10,2011-12-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-5,Bugey_5,,192.0
516,516,516,1.0,Penly,2011-09-16,2011-12-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-17,Penly_1,,100.0
517,517,517,2.0,Cruas-Meysse,2011-09-16,2011-11-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-235,Cruas-Meysse_2,,73.0
518,518,518,1.0,Civaux,2011-08-12,2011-12-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-decennale-du-reacteur-n-13,Civaux_1,,113.0
519,519,519,2.0,Bugey,2011-10-14,2011-12-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-reacteur-n-2-du-bugey,Bugey_2,,61.0
520,520,520,2.0,Chinon,2011-10-21,2011-12-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b22,Chinon_2,,41.0
521,521,521,6.0,Gravelines,2011-09-16,2011-10-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-63,Gravelines_6,,37.0
522,522,522,4.0,Paluel,2011-10-07,2011-11-12,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-427,Paluel_4,,36.0
523,523,523,3.0,Chinon,2011-08-26,2011-11-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b3,Chinon_3,,72.0
524,524,524,1.0,Chooz,2011-09-22,2011-11-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-120,Chooz_1,,66.0
525,525,525,1.0,Fessenheim,2011-07-29,2011-11-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-135,Fessenheim_1,,99.0
526,526,526,1.0,Tricastin,2011-07-01,2011-09-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-164,Tricastin_1,,85.0
527,527,527,3.0,Dampierre-en-Burly,2011-08-12,2011-10-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-n-28-du-reacteur-n-3,Dampierre-en-Burly_3,,72.0
528,528,528,3.0,Blayais,2011-09-09,2011-10-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-32,Blayais_3,,41.0
529,529,529,4.0,Tricastin,2011-09-10,2011-10-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-429,Tricastin_4,,39.0
530,530,530,4.0,Cattenom,2011-09-02,2011-10-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-411,Cattenom_4,,43.0
531,531,531,1.0,Cruas-Meysse,2011-05-20,2011-08-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-124,Cruas-Meysse_1,,87.0
532,532,532,2.0,Flamanville,2011-08-12,2011-09-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2-de-la-centrale-nucleaire-de-Flamanville-Manche,Flamanville_2,,46.0
533,533,533,1.0,Chinon,2011-06-24,2011-09-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b12,Chinon_1,,86.0
534,534,534,2.0,Cattenom,2011-08-06,2011-08-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-partielle-du-reacteur-n-2-de-la-centrale-nucleaire-de-Cattenom-Moselle,Cattenom_2,,19.0
535,535,535,3.0,Cruas-Meysse,2011-07-22,2011-08-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-318,Cruas-Meysse_3,,39.0
536,536,536,2.0,Nogent-sur-Seine,2011-07-22,2011-09-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-256,Nogent-sur-Seine_2,,53.0
537,537,537,2.0,Golfech,2011-06-18,2011-08-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2-de-la-centrale-nucleaire-de-Golfech-Tarn-et-Garonne2,Golfech_2,,64.0
538,538,538,1.0,Saint-Laurent-des-Eaux,2011-05-27,2011-07-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b14,Saint-Laurent-des-Eaux_1,,64.0
539,539,539,5.0,Gravelines,2011-07-01,2011-08-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-56,Gravelines_5,,39.0
540,540,540,2.0,Gravelines,2010-04-08,2010-05-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2-de-la-centrale-nucleaire-de-Gravelines-Nord,Gravelines_2,,43.0
541,541,541,1.0,Dampierre-en-Burly,2011-05-05,2011-08-12,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-1,Dampierre-en-Burly_1,,99.0
542,542,542,1.0,Saint-Alban,2011-03-04,2011-07-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-156,Saint-Alban_1,,138.0
543,543,543,2.0,Blayais,2011-07-07,2011-09-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-25,Blayais_2,,66.0
544,544,544,2.0,Saint-Laurent-des-Eaux,2011-03-11,2011-05-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b23,Saint-Laurent-des-Eaux_2,,68.0
545,545,545,4.0,Gravelines,2011-05-13,2011-07-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-422,Gravelines_4,,57.0
546,546,546,3.0,Tricastin,2011-05-20,2011-06-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-333,Tricastin_3,,38.0
547,547,547,4.0,Blayais,2011-04-21,2011-07-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-42,Blayais_4,,72.0
548,548,548,4.0,Bugey,2011-02-04,2011-06-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-4,Bugey_4,,140.0
549,549,549,2.0,Tricastin,2011-01-14,2011-05-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-troisieme-visite-decennale-du-reacteur-n-24,Tricastin_2,,131.0
550,550,550,1.0,Flamanville,2011-05-13,2011-06-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-138,Flamanville_1,,37.0
551,551,551,4.0,Chinon,2011-05-13,2011-06-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b4,Chinon_4,,35.0
552,552,552,2.0,Fessenheim,,,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/L-ASN-prend-position-sur-la-poursuite-d-exploitation-du-reacteur-n-1-de-la-centrale-nucleaire-de-Fessenheim,Fessenheim_2,,
553,553,553,2.0,Paluel,2011-04-15,2011-05-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-261,Paluel_2,,44.0
554,554,554,4.0,Cruas-Meysse,2011-04-08,2011-05-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-4-de-la-centrale-nucleaire-de-Cruas-Ardeche,Cruas-Meysse_4,,32.0
555,555,555,3.0,Paluel,2011-02-25,2011-04-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-3-de-la-centrale-nucleaire-de-Paluel-Seine-Maritime,Paluel_3,,58.0
556,556,556,4.0,Dampierre-en-Burly,2011-03-25,2011-05-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-419,Dampierre-en-Burly_4,,39.0
557,557,557,2.0,Penly,2011-04-08,2011-05-11,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-263,Penly_2,,33.0
558,558,558,1.0,Blayais,2011-03-11,2011-05-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-15,Blayais_1,,57.0
559,559,559,3.0,Gravelines,2011-02-18,2011-04-30,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-325,Gravelines_3,,71.0
560,560,560,3.0,Cattenom,2011-01-14,2011-04-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-3-de-la-centrale-nucleaire-de-cattenom,Cattenom_3,,97.0
561,561,561,2.0,Dampierre-en-Burly,2011-02-11,2011-03-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-240,Dampierre-en-Burly_2,,33.0
562,562,562,1.0,Nogent-sur-Seine,2011-03-04,2011-04-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-147,Nogent-sur-Seine_1,,40.0
563,563,563,1.0,Golfech,2010-09-02,2010-11-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-141,Golfech_1,,61.0
564,564,564,2.0,Saint-Alban,2010-10-01,2011-01-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-266,Saint-Alban_2,,95.0
565,565,565,2.0,Belleville-sur-Loire,2010-09-24,2010-12-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2,Belleville-sur-Loire_2,,96.0
566,566,566,3.0,Chinon,2010-11-12,2010-12-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-313,Chinon_3,,38.0
567,567,567,2.0,Chinon,2010-09-10,2010-12-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-b2,Chinon_2,,86.0
568,568,568,4.0,Chinon,2010-04-16,2010-09-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-deuxieme-visite-decennale-du-reacteur-n-b4,Chinon_4,,160.0
569,569,569,2.0,Chooz,2010-10-01,2010-11-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-220,Chooz_2,,45.0
570,570,570,3.0,Tricastin,2010-05-01,2010-09-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-332,Tricastin_3,,130.0
571,571,571,2.0,Cruas-Meysse,2010-09-19,2010-11-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-234,Cruas-Meysse_2,,51.0
572,572,572,2.0,Bugey,2010-02-26,2010-11-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-troisieme-visite-decennale-du-reacteur-n-2,Bugey_2,,262.0
573,573,573,4.0,Tricastin,2010-08-20,2010-11-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-428,Tricastin_4,,80.0
574,574,574,2.0,Civaux,2010-10-14,2010-11-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-2-de-la-centrale-nucleaire-de-Civaux-Vienne,Civaux_2,,40.0
575,575,575,1.0,Paluel,2010-08-13,2010-11-12,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-du-reacteur-n-1-de-la-centrale-nucleaire-de-Paluel-Seine-Maritime,Paluel_1,,91.0
576,576,576,3.0,Cruas-Meysse,2010-07-23,2010-10-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-349,Cruas-Meysse_3,,76.0
577,577,577,6.0,Gravelines,2010-09-03,2010-11-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-62,Gravelines_6,,71.0
578,578,578,3.0,Blayais,2010-08-19,2010-10-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-3,Blayais_3,,52.0
579,579,579,1.0,Cattenom,2010-09-03,2010-10-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-112,Cattenom_1,,32.0
580,580,580,1.0,Chinon,2010-07-16,2010-09-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-116,Chinon_1,,72.0
